ID_ALUMNO;ID_CENTROEDUCATIVO
698299;77
698302;117
698307;117
698307;117
698312;91
698365;73
698365;105
698370;105
698370;105
698370;105
698379;70
698379;70
698385;89
698385;105
698385;109
698396;58
698396;58
698396;114
698412;105
698412;105
698426;115
698426;115
698431;78
698431;78
698442;101
698442;101
698466;76
698466;105
698466;105
698466;107
698466;107
698486;114
698486;105
698519;115
698519;115
698522;73
698522;73
698522;105
698523;52
698523;52
698549;48
698549;48
698624;78
698624;78
698662;105
698662;105
698662;105
698742;36
698742;26
698771;117
698771;105
698778;76
698791;25
698791;25
698834;47
698834;47
698837;28
698837;28
698840;25
698840;25
698855;321
698855;115
698879;47
698879;47
699016;25
699016;114
699016;114
699178;75
699178;75
699210;70
699210;70
699210;92
699222;75
699222;75
699244;68
699244;68
699257;105
699257;105
699272;80
699272;114
699276;321
699276;107
699291;88
699291;88
699298;64
699298;105
699320;103
699329;114
699329;114
699336;114
699336;114
699346;101
699346;101
699351;481
699351;541
699351;113
699351;105
699358;73
699368;77
699368;77
699374;64
699374;64
699411;108
699411;108
699460;70
699460;70
699460;80
699492;882
699492;882
699494;114
699494;114
699497;115
699497;115
699550;73
699550;76
699550;105
699550;105
699574;58
699574;58
699574;58
699577;105
699577;105
699582;87
699582;83
699582;83
699630;90
699647;18
699647;18
699654;41
699654;41
699655;117
699655;77
699660;33
699660;90
699670;91
699670;91
699670;91
699682;99
699682;99
699684;76
699725;114
699725;114
699760;25
699760;25
699773;58
699773;58
699778;108
699778;108
699784;73
699784;73
699784;73
699809;105
699809;105
699809;105
699809;105
699813;62
699813;115
699813;115
699813;115
699822;106
699822;106
699827;105
699827;109
699844;118
699844;118
699847;88
699847;88
699849;70
699849;70
699863;88
699863;88
699887;25
699887;25
699900;109
699900;105
699900;105
699941;108
699941;108
699941;107
699941;107
699946;70
699946;70
699946;70
699986;73
699986;73
699998;80
699998;80
700018;111
700018;111
700024;88
700024;88
700032;56
700032;56
700036;88
700036;88
700046;70
700046;70
700065;75
700065;75
700067;60
700067;60
700075;117
700075;117
700085;118
700085;118
700092;64
700092;64
700094;108
700094;108
700094;108
700096;52
700096;52
700128;70
700128;70
700150;48
700150;48
700154;60
700154;60
700165;108
700165;108
700204;104
700213;114
700213;114
700239;88
700239;88
700240;73
700240;80
700240;80
700240;80
700244;99
700244;99
700273;114
700273;114
700307;78
700307;78
700309;64
700309;64
700313;73
700313;73
700319;321
700319;60
700359;114
700359;114
700371;18
700371;18
700374;56
700374;56
700374;56
700374;56
700378;78
700378;78
700379;114
700379;114
700380;114
700380;114
700392;841
700392;60
700408;114
700408;114
700411;78
700411;111
700411;111
700421;73
700438;80
700438;80
700444;52
700444;52
700446;108
700446;108
700471;88
700471;88
700471;88
700497;88
700497;88
700513;73
700513;73
700526;88
700526;88
700532;80
700532;80
700546;76
700546;76
700575;114
700575;114
700588;117
700603;88
700603;88
700604;99
700604;99
700604;99
700626;108
700626;108
700642;117
700660;90
700672;108
700672;108
700673;403
700673;403
700700;113
700700;113
700707;15
700707;15
700709;77
700709;77
700713;118
700715;108
700715;108
700736;60
700736;60
700749;114
700749;114
700763;117
700787;117
700798;9
700798;9
700798;9
700798;1
700798;70
700805;64
700805;64
700806;108
700806;108
700915;64
700915;104
700915;64
700915;64
700946;76
700946;76
700989;73
700994;104
701017;111
701017;111
701112;88
701112;88
701112;88
701112;88
701182;78
701182;105
701182;105
701182;105
701188;80
701188;80
701194;114
701194;114
701214;58
701214;76
701267;109
701267;105
701309;64
701309;321
701359;73
701359;76
701425;73
701425;105
701510;59
701510;59
701523;80
701523;104
701691;108
701691;108
701711;83
701711;83
701816;104
701816;104
701888;108
701888;108
702013;45
702013;45
702013;662
702174;18
702174;18
702174;321
702191;108
702191;108
702214;70
702214;88
702214;88
702214;88
702280;114
702280;114
702361;73
702361;73
702374;75
702374;61
702378;91
702378;91
702378;91
702436;97
702436;97
702464;64
702464;114
702569;114
702569;114
702682;107
702682;105
702755;78
702755;78
702756;68
702756;68
702777;117
702777;841
702790;107
702790;73
702831;64
702831;64
702919;117
702919;18
703019;114
703019;114
703036;80
703036;193
703036;74
703036;74
703108;78
703108;78
703170;105
703170;109
703180;117
703180;117
703180;117
703330;87
703330;109
703397;74
703397;75
703397;75
703460;75
703460;75
703460;75
703557;110
703557;87
703610;80
703610;15
703722;105
703722;105
703734;68
703734;68
703773;80
703773;80
703773;80
703773;115
703773;115
703773;115
703773;115
703816;117
703816;68
703834;87
703834;87
703846;91
703846;91
703909;105
703909;105
703909;105
703967;105
703967;105
703967;105
703976;18
703976;18
703976;18
703989;117
703989;116
703989;105
704038;80
704038;80
704048;76
704053;108
704053;108
704053;88
704053;117
704071;80
704071;117
704071;117
704082;114
704082;114
704140;104
704140;15
704140;15
704158;87
704158;77
704158;88
704171;88
704171;88
704225;74
704225;88
704228;80
704228;88
704228;88
704267;80
704267;80
704270;117
704270;117
704297;117
704297;117
704338;88
704338;88
704338;109
704365;105
704365;105
704376;60
704376;60
704383;109
704383;109
704478;60
704478;88
704478;88
704493;114
704493;114
704493;114
704501;108
704501;90
704566;80
704566;80
704572;117
704572;117
704597;114
704597;114
704656;114
704656;114
704679;70
704679;70
704695;105
704695;105
704695;105
704700;117
704700;117
704707;117
704715;80
704715;80
704767;117
704767;117
704781;105
704781;105
704805;45
704805;45
704805;662
704806;117
704812;73
704812;73
704815;73
704815;73
704839;75
704839;75
704877;108
704877;108
704902;114
704902;59
704911;80
704911;80
704911;80
704919;117
704919;117
704919;74
704919;74
704922;105
704922;105
704923;87
704923;87
704937;75
704937;75
704965;117
704965;117
705001;63
705001;104
705001;104
705025;104
705025;75
705025;75
705045;108
705045;108
705045;109
705045;60
705054;71
705054;88
705054;88
705055;108
705055;108
705062;105
705062;105
705077;68
705077;68
705090;114
705090;114
705094;117
705094;117
705113;74
705113;74
705134;49
705152;80
705152;80
705164;117
705164;105
705164;105
705166;70
705166;70
705178;104
705218;114
705218;114
705221;104
705232;80
705232;80
705235;80
705235;80
705240;117
705240;117
705259;25
705259;25
705260;70
705260;70
705260;108
705264;117
705264;117
705272;108
705272;108
705275;117
705322;105
705322;105
705344;76
705359;114
705359;91
705362;18
705362;18
705362;18
705392;75
705392;74
705423;70
705423;70
705433;14
705433;64
705433;64
705433;64
705453;44
705453;44
705456;54
705456;54
705592;87
705856;68
705856;68
705973;77
705973;77
705974;91
705974;91
706011;115
706011;115
706016;3
706016;3
706030;13
706030;13
706081;54
706081;54
706084;88
706084;88
706101;90
706104;52
706104;52
706115;41
706116;54
706116;54
706129;19
706129;47
706129;47
706134;55
706134;55
706134;88
706134;88
706148;100
706148;100
706155;78
706155;78
706158;76
706158;103
706166;103
706168;33
706168;33
706184;41
706217;108
706231;105
706231;105
706231;105
706378;104
706433;104
706987;88
706987;88
706987;88
706987;88
707099;68
707099;68
707131;43
707146;88
707146;88
707191;104
707211;76
707211;76
707219;107
707265;87
707265;87
707471;91
707471;91
707480;25
707480;25
707658;64
707658;64
707658;64
707717;101
707717;101
707961;101
707961;114
707961;114
707988;51
707988;115
707988;115
708017;38
708017;38
708052;33
708052;33
708180;111
708180;111
708245;25
708245;25
708245;26
708270;28
708270;28
708386;59
708386;59
708422;48
708422;48
708426;21
708426;96
708426;96
708488;96
708488;96
708569;73
708600;16
708600;16
708805;37
708805;37
708805;37
708877;106
708877;106
708877;106
708877;106
708879;117
708879;117
709016;77
709016;77
709134;88
709134;88
709140;17
709140;15
709207;64
709207;64
709302;104
709319;64
709319;64
709337;29
709337;29
709343;108
709343;108
709389;25
709389;25
709415;44
709415;44
709427;73
709427;73
709427;73
709427;73
709486;88
709486;88
709518;60
709518;60
709621;35
709621;28
709621;28
709636;89
709660;117
709814;105
709814;105
709858;64
709858;64
709937;40
709937;40
709952;104
709952;104
709977;88
709977;73
709977;73
710100;194
710100;88
710100;88
710104;54
710104;54
710104;54
710135;80
710135;80
710135;80
710148;114
710148;114
710193;51
710193;51
710209;88
710209;88
710262;77
710262;77
710431;90
710431;90
710519;114
710519;114
710526;117
710526;117
710539;32
710539;32
710545;114
710545;114
710560;52
710560;52
710572;51
710572;51
710618;114
710618;114
710651;97
710651;97
710697;33
710697;33
710745;88
710745;88
710746;37
710746;37
710753;51
710753;51
710760;76
710915;25
710915;25
710954;25
710954;25
710954;25
710977;88
710977;88
710977;88
711044;110
711044;110
711149;45
711149;45
711149;45
711240;76
711276;64
711285;37
711285;37
711317;5
711317;5
711402;76
711415;88
711415;88
711452;88
711452;89
711462;13
711462;13
711478;80
711478;117
711478;117
711485;25
711485;25
711625;51
711625;51
711648;105
711648;105
711648;105
711696;76
711696;76
711720;104
711749;77
711749;101
711773;104
711824;117
711824;117
711834;80
711834;403
711834;80
711834;80
711834;80
711862;91
711862;91
711900;90
711900;88
711916;37
711916;37
711928;42
711928;42
711934;88
711934;88
711954;103
711966;104
711990;76
712063;104
712063;76
712063;76
712088;88
712088;88
712128;73
712128;73
712154;101
712154;193
712154;114
712165;104
712195;37
712195;37
712271;117
712271;85
712271;85
712275;90
712287;88
712287;88
712314;108
712314;108
712314;108
712355;88
712355;88
712405;88
712405;88
712426;104
712449;104
712572;108
712572;108
712572;108
712610;19
712610;19
712646;73
712646;73
712646;73
712683;111
712683;111
712689;64
712714;29
712714;29
712715;88
712715;88
712715;88
712725;36
712725;36
712725;36
712729;83
712729;83
712794;104
712796;115
712796;115
712803;89
712806;108
712806;108
712806;108
712808;90
712817;97
712817;97
712848;73
712848;73
712856;80
712856;80
712886;44
712886;44
712975;108
712975;108
712977;108
712977;108
712978;108
712978;108
712979;108
712979;108
712980;108
712980;108
712981;108
712981;108
712982;108
712982;108
712983;108
712983;108
712984;104
713010;423
713010;423
713022;80
713022;80
713040;64
713040;64
713043;104
713043;104
713051;91
713051;91
713103;36
713103;36
714021;113
714041;113
714061;64
714101;116
714121;116
714141;116
714161;77
714181;77
714221;19
714222;19
714241;19
714242;19
714243;76
714261;19
714262;19
714282;76
714283;76
714284;19
714285;19
714286;19
714287;19
714301;33
714321;3
714341;341
714361;341
714381;104
714401;64
714402;64
714403;64
714404;64
714405;64
714406;64
714407;64
714408;64
714409;64
714410;64
714421;64
714422;64
714442;77
714443;77
714461;73
714462;73
714463;73
714464;73
714481;73
714482;73
714501;33
714521;33
714522;33
714523;33
714524;33
714541;56
714561;73
714581;73
714582;73
714583;73
714583;73
714584;73
714601;77
714602;77
714603;77
714604;77
714605;92
714606;92
714607;92
714621;13
714641;109
714661;109
714662;109
714663;109
714664;109
714681;109
714701;17
714721;17
714741;73
714742;73
714801;104
714821;76
714841;113
714861;51
714862;51
714881;113
714901;100
714921;113
714941;87
714942;73
714943;87
714961;54
714981;87
715001;87
715021;87
715041;104
715061;109
715062;85
715063;85
715064;85
715065;85
715066;109
715067;85
715081;109
715082;85
715083;109
715101;104
715102;58
715121;73
715141;73
715161;402
715201;33
715221;33
715222;33
715223;33
715241;33
715242;33
715243;33
715244;33
715245;33
715262;73
715263;73
715264;73
715265;73
715266;73
715267;73
715268;73
715281;17
715301;1
715302;90
715321;33
715322;64
715341;64
715342;64
715343;64
715344;64
715345;64
715346;64
715347;64
715348;64
715349;64
715361;64
715362;64
715381;54
715382;64
715401;87
715402;87
715421;85
715441;25
715461;101
715481;56
715501;77
715521;77
715522;33
715523;77
715524;33
715525;33
715526;33
715541;33
715561;9
715581;33
715601;33
715602;33
715621;33
715641;33
715642;33
715643;33
715644;64
715645;33
715661;33
715681;33
715701;92
715721;85
715741;106
715742;13
715761;77
715781;77
715801;28
715821;26
715822;33
715823;33
715841;73
715842;33
715843;33
715844;33
715845;33
715861;13
715881;85
715882;85
715883;85
715901;85
715921;90
715941;45
715961;90
715962;90
715963;90
715981;90
715982;90
715983;90
716001;90
716002;90
716003;90
716004;90
716021;90
716041;90
716061;90
716062;90
716063;90
716064;90
716065;90
716066;90
716081;90
716101;90
716102;90
716121;90
716122;90
716123;90
716124;90
716125;90
716141;17
716161;74
716162;74
716181;87
716201;73
716221;28
716241;73
716242;73
716261;51
716281;35
716282;35
716283;35
716284;35
716285;35
716286;35
716287;35
716288;35
716289;35
716290;35
716291;35
716301;77
716321;64
716322;89
716323;64
716341;64
716361;64
716381;104
716401;51
716421;89
716441;17
716461;17
716481;17
716501;58
716502;17
716521;64
716541;36
716561;14
716562;14
716563;96
716581;14
716582;14
716601;77
716621;85
716641;85
716661;85
716662;85
716663;85
716664;85
716665;85
716681;85
716682;85
716683;85
716701;54
716721;91
716722;78
716741;96
716761;73
716762;73
716763;73
716781;36
716801;73
716821;16
716841;85
716842;85
716843;85
716861;77
716881;77
716901;22
716901;22
716921;16
716941;87
716961;87
716962;87
716963;87
716964;87
716965;87
716966;87
716967;87
716981;87
716982;87
716983;87
716984;87
717001;74
717021;75
717041;80
717061;80
717081;80
717101;64
717121;76
717141;76
717142;76
717161;78
717181;76
717182;76
717201;64
717202;47
717221;64
717241;25
717261;96
717281;19
717282;19
717283;19
717284;19
717285;19
717286;19
717287;60
717301;74
717321;60
717322;60
717341;60
717361;78
717381;9
717401;36
717421;76
717441;76
717461;76
717462;76
717481;25
717501;78
717521;60
717541;60
717561;60
717562;60
717581;60
717582;60
717583;60
717584;60
717585;60
717601;60
717602;60
717621;60
717622;60
717641;60
717661;74
717662;74
717681;60
717682;60
717683;60
717684;60
717685;60
717686;60
717687;74
717688;74
717701;87
717702;74
717721;74
717722;60
717723;60
717724;60
717725;60
717726;60
717727;60
717728;60
717729;13
717741;74
717761;16
717781;108
717801;36
717821;85
717841;64
717861;13
717881;88
717882;21
717901;76
717902;76
717921;76
717941;75
717942;75
717943;75
717961;75
717982;75
717983;75
718001;11
718002;11
718041;96
718061;96
718081;11
718082;11
718083;11
718084;841
718085;841
718086;841
718087;841
718088;841
718089;841
718101;841
718102;841
718103;841
718104;841
718105;841
718106;841
718107;841
718108;841
718109;841
718110;841
718111;841
718112;841
718113;841
718121;94
718141;77
718161;96
718181;75
718182;75
718183;75
718201;96
718221;96
718241;75
718242;75
718261;75
718281;89
718282;89
718301;89
718302;89
718303;89
718321;77
718341;77
718361;77
718381;32
718381;37
718401;642
718421;642
718422;642
718441;61
718461;29
718481;76
718501;29
718502;76
718503;29
718504;29
718521;76
718522;80
718541;76
718561;3
718562;3
718563;3
718564;3
718565;3
718566;3
718567;3
718568;3
718569;3
718570;3
718581;101
718601;101
718621;104
718641;104
718642;104
718661;104
718662;104
718681;64
718701;15
718721;15
718741;33
718761;64
718781;78
718801;78
718821;33
718841;77
718861;33
718881;3
718882;3
718883;3
718884;3
718885;3
718901;3
718921;3
718922;3
718923;3
718941;105
718961;33
718981;117
718982;117
718983;117
719021;104
719022;104
719023;104
719024;104
719025;104
719026;104
719041;36
719042;36
719061;36
719062;36
719063;36
719069;36
719070;36
719071;36
719081;76
719101;36
719121;36
719122;36
719141;642
719161;14
719162;9
719181;91
719201;14
719202;14
719221;81
719241;81
719242;81
719243;81
719244;81
719245;81
719261;105
719262;105
719281;105
719282;105
719301;105
719302;105
719303;81
719304;105
719305;105
719306;81
719307;105
719308;105
719309;105
719310;105
719311;105
719312;105
719313;105
719314;105
719321;105
719341;105
719361;105
719362;105
719381;105
719382;105
719383;105
719384;105
719385;105
719401;105
719402;105
719403;105
719421;105
719422;105
719423;105
719441;105
719461;104
719462;104
719463;104
719464;104
719481;104
719501;68
719521;68
719522;68
719523;68
719524;68
719525;68
719526;68
719527;68
719528;68
719529;68
719530;68
719531;68
719532;68
719533;68
719534;68
719535;68
719536;68
719537;68
719538;68
719539;68
719540;68
719541;68
719542;68
719543;68
719544;68
719545;68
719546;68
719547;68
719548;68
719549;68
719550;68
719551;68
719552;68
719553;68
719554;68
719555;68
719556;68
719557;68
719558;68
719559;68
719560;68
719561;68
719562;68
719563;68
719564;68
719565;68
719566;68
719567;68
719568;68
719569;68
719570;68
719571;68
719572;68
719573;68
719574;68
719575;68
719576;68
719577;68
719578;68
719579;68
719580;68
719581;68
719582;68
719583;68
719584;68
719585;68
719586;68
719587;68
719588;68
719589;68
719590;68
719591;68
719592;68
719593;68
719594;68
719595;68
719596;68
719597;68
719598;68
719599;68
719600;68
719601;68
719602;68
719603;68
719604;68
719605;68
719606;68
719607;68
719608;68
719609;68
719610;68
719611;68
719612;68
719613;68
719614;68
719615;68
719621;883
719641;883
719661;3
719662;3
719663;105
719664;105
719665;105
719666;105
719667;883
719668;883
719669;883
719670;883
719671;883
719672;883
719673;883
719681;3
719682;3
719683;3
719684;3
719685;3
719686;3
719687;105
719688;105
719689;105
719690;105
719691;105
719692;105
719693;105
719694;105
719695;105
719701;883
719702;883
719703;883
719721;105
719722;105
719741;105
719742;105
719743;105
719744;105
719745;105
719746;105
719747;105
719748;105
719749;105
719750;105
719761;77
719762;105
719781;105
719782;105
719783;105
719784;105
719785;105
719786;105
719787;105
719788;105
719789;105
719801;105
719802;105
719821;68
719822;68
719823;68
719824;68
719825;68
719841;105
719842;105
719843;105
719844;105
719845;105
719846;105
719847;105
719848;105
719849;105
719850;105
719861;105
719862;105
719863;105
719864;105
719865;105
719866;105
719867;105
719868;105
719869;105
719870;105
719871;105
719872;105
719873;105
719881;105
719901;105
719902;105
719903;105
719904;105
719905;105
719906;105
719921;105
719922;105
719923;105
719941;321
719942;321
719943;321
719944;321
719945;321
719946;321
719947;321
719948;321
719949;321
719950;321
719951;321
719952;321
719953;321
719961;321
719962;321
719963;321
719964;321
719965;321
719966;321
719981;321
719982;321
719983;321
720001;321
720002;321
720003;321
720021;321
720022;321
720023;321
720024;321
720025;321
720026;321
720027;321
720028;321
720029;321
720030;321
720041;105
720042;105
720043;105
720044;105
720045;105
720061;105
720081;105
720082;105
720083;105
720084;105
720101;105
720102;105
720103;105
720121;105
720122;105
720123;105
720124;105
720141;45
720161;71
720181;883
720201;23
720202;38
720203;38
720221;14
720241;75
720242;78
720243;78
720244;78
720245;78
720246;78
720247;86
720248;86
720249;78
720250;86
720251;38
720261;78
720262;78
720263;78
720265;78
720266;78
720267;78
720268;86
720281;38
720301;107
720302;107
720321;61
720341;61
720342;61
720343;114
720344;114
720345;114
720346;114
720347;114
720348;114
720349;76
720350;118
720351;118
720352;118
720353;118
720354;118
720355;118
720356;118
720361;61
720362;114
720363;114
720364;114
720381;114
720382;114
720383;114
720384;114
720385;114
720386;114
720387;114
720388;114
720389;118
720401;118
720421;114
720422;114
720423;114
720424;114
720425;114
720426;114
720427;114
720428;114
720429;114
720430;114
720431;114
720432;114
720433;114
720434;114
720435;114
720436;114
720437;114
720438;114
720439;114
720440;114
720441;114
720442;114
720443;114
720444;114
720445;114
720446;114
720447;114
720448;114
720449;114
720450;114
720451;114
720452;114
720453;114
720454;114
720455;114
720456;114
720457;114
720458;114
720459;114
720460;114
720461;114
720462;114
720463;114
720464;114
720465;114
720466;114
720467;114
720468;114
720469;114
720470;114
720471;114
720472;114
720473;114
720474;114
720475;114
720476;114
720477;114
720478;114
720479;114
720480;114
720481;114
720482;114
720483;114
720484;114
720485;114
720486;114
720487;114
720488;114
720489;114
720490;114
720491;114
720492;114
720493;114
720494;114
720501;61
720502;61
720503;61
720504;114
720505;114
720506;114
720507;114
720508;114
720509;114
720510;114
720511;114
720512;114
720513;114
720514;114
720515;114
720516;114
720517;114
720518;114
720519;114
720520;114
720521;61
720522;61
720541;114
720561;114
720562;114
720563;114
720564;114
720565;114
720566;114
720567;114
720568;114
720581;114
720601;23
720602;114
720603;114
720621;114
720622;114
720623;114
720624;114
720625;114
720626;114
720627;114
720628;114
720629;114
720630;61
720632;61
720633;61
720634;61
720635;61
720641;5
720642;114
720643;114
720644;114
720645;114
720646;114
720647;114
720648;114
720649;114
720650;114
720651;114
720652;114
720661;114
720662;114
720663;114
720664;114
720665;114
720666;114
720667;114
720668;114
720681;85
720682;85
720683;85
720684;85
720701;85
720702;85
720703;85
720721;78
720741;5
720742;5
720743;5
720744;5
720745;5
720746;5
720761;50
720762;50
720763;50
720764;642
720765;104
720766;104
720767;104
720768;104
720781;50
720782;50
720783;50
720801;104
720802;841
720803;841
720804;841
720821;841
720822;841
720823;841
720841;642
720861;85
720862;85
720881;85
720882;85
720883;85
720884;85
720885;85
720886;85
720887;85
720888;85
720901;26
720902;117
720903;117
720904;117
720905;117
720906;5
720921;26
720922;26
720923;117
720924;117
720925;117
720926;117
720927;117
720928;117
720929;117
720941;37
720942;37
720943;37
720944;37
720961;104
720981;37
720982;26
720983;26
720984;26
720985;37
720986;37
720987;37
720988;37
720989;37
720990;37
720991;37
720992;37
720993;37
720994;37
720995;37
720996;37
720997;37
720998;37
720999;37
721000;37
721001;37
721002;37
721003;104
721004;50
721005;90
721006;90
721007;90
721008;90
721009;90
721021;37
721022;37
721023;37
721024;37
721025;37
721026;37
721027;37
721028;37
721029;37
721030;37
721031;37
721032;37
721033;37
721041;104
721061;90
721062;90
721063;90
721064;90
721081;37
721082;37
721083;37
721084;37
721085;37
721086;37
721087;37
721088;37
721089;37
721090;37
721091;37
721092;37
721093;37
721094;37
721095;37
721101;16
721103;37
721104;37
721105;37
721121;97
721141;97
721142;97
721143;662
721161;662
721162;662
721181;5
721182;5
721183;5
721184;5
721185;5
721186;5
721187;97
721188;97
721189;97
721190;97
721191;97
721201;5
721202;5
721221;97
721222;97
721223;97
721224;97
721225;97
721226;97
721227;97
721228;97
721241;17
721242;104
721243;104
721244;9
721245;9
721246;9
721247;9
721248;97
721261;104
721262;104
721263;9
721264;9
721265;9
721266;9
721267;9
721268;9
721269;9
721281;9
721282;9
721301;9
721302;9
721321;104
721322;104
721341;104
721342;104
721361;422
721381;3
721401;48
721421;70
721422;70
721423;70
721424;70
721425;70
721426;70
721427;70
721428;70
721429;70
721430;70
721430;70
721431;70
721432;70
721433;70
721434;70
721435;70
721436;70
721437;70
721438;70
721439;70
721440;70
721441;70
721461;104
721462;104
721463;9
721464;9
721481;3
721482;3
721483;3
721501;3
721502;100
721503;100
721504;100
721521;3
721541;100
721542;100
721543;100
721544;100
721561;21
721581;21
721601;36
721602;36
721603;36
721604;36
721605;28
721606;28
721607;28
721608;28
721609;28
721610;28
721611;28
721612;28
721613;28
721614;28
721615;9
721621;28
721641;28
721661;87
721662;87
721663;87
721664;87
721665;87
721666;87
721667;87
721668;87
721669;101
721670;101
721671;87
721672;87
721673;87
721674;87
721675;87
721676;87
721681;87
721682;87
721683;87
721701;76
721702;76
721703;76
721721;76
721722;76
721741;76
721742;87
721743;87
721761;85
721762;85
721763;87
721764;87
721765;87
721766;87
721767;87
721768;87
721769;87
721770;87
721771;87
721772;87
721781;87
721782;87
721783;87
721784;87
721785;87
721786;87
721787;87
721788;87
721789;87
721801;14
721802;14
721803;14
721804;14
721805;14
721806;14
721807;14
721808;14
721809;14
721810;14
721811;14
721812;14
721813;14
721814;14
721815;14
721816;14
721817;14
721818;32
721819;32
721820;32
721821;14
721822;14
721823;14
721824;85
721825;32
721828;32
721829;32
721830;32
721831;32
721832;32
721833;32
721834;32
721835;32
721836;14
721837;14
721838;14
721841;14
721842;14
721843;14
721844;14
721845;14
721861;18
721862;18
721863;18
721864;18
721865;18
721866;18
721867;18
721868;18
721869;18
721870;18
721871;18
721872;18
721873;18
721874;18
721875;18
721881;18
721882;18
721883;18
721884;18
721885;18
721901;32
721902;32
721903;32
721921;32
721922;17
721923;14
721924;88
721925;85
721926;85
721927;85
721928;85
721929;85
721930;85
721931;85
721941;88
721961;85
721962;85
721963;85
721964;76
721981;36
721982;36
721983;36
721984;36
721985;36
721986;36
722001;36
722002;36
722003;61
722004;88
722005;1
722007;1
722008;1
722009;1
722010;1
722011;1
722013;1
722014;1
722015;1
722017;42
722018;42
722019;42
722021;101
722041;18
722042;18
722043;42
722044;85
722061;18
722062;18
722063;18
722081;18
722082;18
722083;18
722084;18
722101;18
722102;18
722103;18
722104;18
722105;18
722106;18
722107;18
722121;18
722122;18
722123;18
722124;18
722141;18
722161;59
722162;59
722181;59
722182;59
722183;59
722184;59
722185;59
722201;74
722202;74
722221;74
722222;74
722241;74
722242;74
722243;74
722244;74
722245;74
722261;74
722262;74
722263;74
722264;74
722265;74
722266;74
722281;61
722282;61
722283;61
722284;61
722285;61
722286;61
722301;61
722302;61
722303;61
722321;61
722322;61
722323;61
722324;61
722325;61
722326;61
722327;61
722341;61
722342;61
722361;18
722381;581
722382;581
722383;581
722384;581
722385;581
722386;581
722387;18
722388;18
722389;104
722390;104
722391;104
722392;104
722393;104
722394;104
722395;104
722396;104
722397;97
722398;97
722399;97
722400;104
722401;581
722421;18
722441;104
722461;97
722462;97
722463;104
722464;642
722481;104
722482;104
722483;104
722484;117
722501;117
722502;117
722503;117
722504;117
722505;117
722506;117
722507;117
722508;101
722509;101
722510;101
722511;101
722512;101
722521;117
722522;117
722523;117
722524;117
722525;117
722526;117
722541;101
722561;58
722562;101
722581;381
722582;381
722583;661
722584;661
722585;661
722586;661
722587;661
722588;107
722589;661
722590;661
722591;661
722592;661
722595;111
722596;94
722597;94
722598;104
722599;111
722600;94
722601;107
722602;107
722603;107
722604;107
722605;107
722606;107
722607;107
722608;107
722609;111
722610;107
722611;107
722612;111
722613;661
722622;109
722623;109
722624;109
722625;109
722626;109
722627;109
722628;109
722641;111
722642;111
722643;111
722644;111
722661;18
722662;18
722663;111
722664;94
722681;104
722683;104
722701;94
722702;94
722704;94
722705;94
722706;111
722707;94
722708;94
722709;94
722710;94
722711;94
722712;94
722713;94
722714;87
722715;87
722716;87
722717;87
722718;87
722719;87
722720;87
722721;111
722741;111
722742;111
722743;111
722744;87
722745;87
722746;111
722747;87
722748;94
722749;87
722750;87
722751;87
722761;87
722762;87
722763;87
722764;87
722765;87
722781;87
722782;87
722783;87
722801;106
722802;106
722803;106
722804;106
722805;106
722806;76
722807;76
722808;106
722809;106
722810;106
722811;87
722812;87
722813;87
722814;87
722815;87
722816;87
722821;106
722822;106
722841;87
722842;87
722843;87
722844;87
722845;87
722846;87
722847;87
722848;87
722849;87
722850;87
722861;87
722862;87
722863;87
722864;87
722881;111
722882;111
722883;111
722884;109
722885;94
722886;94
722887;94
722888;94
722889;94
722890;76
722891;94
722892;94
722893;94
722894;94
722895;94
722901;111
722902;111
722921;94
722922;94
722923;94
722924;94
722925;94
722926;94
722941;94
722961;94
722962;94
722963;94
722964;94
722965;94
722966;107
722967;107
722968;107
722969;107
722970;107
722971;107
722972;107
722973;107
722974;107
722975;107
722976;107
722977;107
722981;113
722982;113
722983;113
722984;113
723001;106
723002;106
723003;106
723004;106
723005;106
723021;106
723022;106
723023;106
723041;113
723061;116
723062;116
723063;116
723064;116
723065;116
723066;116
723067;101
723068;101
723069;101
723070;101
723071;101
723072;101
723073;101
723074;101
723075;116
723076;101
723077;117
723078;117
723081;116
723082;116
723101;101
723102;116
723103;116
723104;101
723105;101
723106;101
723107;9
723121;117
723122;117
723141;101
723142;101
723143;101
723144;76
723145;76
723146;101
723147;76
723148;76
723149;76
723150;76
723151;84
723152;84
723153;104
723154;79
723155;104
723156;104
723157;104
723158;104
723159;104
723160;117
723161;76
723181;76
723182;84
723183;76
723184;76
723185;109
723186;109
723187;109
723189;109
723190;109
723192;109
723193;109
723194;109
723195;109
723197;109
723198;109
723199;109
723200;109
723201;109
723202;109
723203;109
723204;109
723205;109
723206;109
723207;109
723208;109
723221;84
723241;109
723242;109
723243;109
723244;109
723245;109
723246;109
723247;109
723250;109
723251;109
723254;109
723255;109
723256;109
723257;109
723258;109
723263;109
723266;109
723281;104
723282;104
723301;104
723321;117
723341;117
723361;76
723362;76
723363;76
723364;104
723365;104
723366;104
723367;104
723368;117
723369;117
723370;117
723371;117
723372;117
723373;117
723374;117
723375;117
723376;117
723377;117
723378;104
723379;117
723380;117
723381;76
723382;104
723383;104
723384;104
723385;104
723386;104
723387;104
723388;104
723389;104
